#Feature ID	taxonomy	Confidence
54842b130ad884b9283834ceb2f8c7dc	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Aureoumbra_lagunensis	0.9902368902677611
4bae0ac3ef271eb89258aaa0aedd3e45	Unassigned	0.9088307542394338
736ae2884b9ac93d8f0064dde7e08831	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Stappiaceae; g__Labrenzia	0.9994120321096842
39fb855ba8a55dbab7e50285bcfb845b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Terasakiispira; s__uncultured_bacterium	0.9992558421593097
82101ea4e7a2421b4718c4aa042abe5e	d__Bacteria	0.9650123283705256
4405cec47f8268de119e95bc785ae458	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae	0.8405677518533292
36b7df67d635dd91be52d9f10fb4370e	d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Ulva_expansa	0.9996166202223978
42a195918d0a431492712a9f51612797	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.8508855704763452
93253949085a340fb2fb3d342810950b	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium	0.9999711401996034
e5c48de7c8a89071bf1c8c3b6daa8eaf	d__Bacteria	0.996048229691557
aad476cd996968a0d3d042d41b4cdb34	d__Bacteria; p__Firmicutes; c__Bacilli	0.9393010921935518
ec28c7de996dcbd184a82ca95d6edc01	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__Reichenbachiella; s__uncultured_bacterium	0.9322649480733178
13d994217be4cf6cb9d0cfcbb056040c	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Colwelliaceae; g__Thalassotalea	0.9999797765188532
7ecccd5fafd7450a71095050fea9f671	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria	0.9821261600545412
7664c05ea54e5f98938fb144928c59d8	d__Bacteria	0.9292664045687082
5ff95e370b840c5443a18eb670cb1b7a	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured	0.9920330908146637
2cf39148bdc995dd32fcb3160b4a9a04	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.999999983553443
92ed9dd766398242774ed92fcd8fb708	d__Bacteria	0.9513493366804064
